college_name,score_type,seat_type,branch,max,min,Max Rank,Min Rank
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Information Technology,51.2600953,51.2600953,146219,146219
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,SC,Computer Engineering,51.2359011,51.2359011,146291,146291
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,SC,Computer Engineering,51.1072039,51.1072039,146677,146677
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,51.0436432,51.0436432,146868,146868
"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,50.9996691,50.9996691,147000,147000
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,ST,Information Technology,50.9996691,50.9996691,147000,147000
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,ST,Computer Engineering,50.9996691,50.9996691,147000,147000
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,54.1780657,47.769552,137465,156690
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OPEN,Electronics and Telecommunication Engg,57.4413646,48.2193247,127675,155341
"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,OPEN,Information Technology,63.050238,28.4814025,110848,214555
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,ST,Information Technology,52.4476185,48.7700838,142656,153689
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,ST,Computer Engineering,50.5614783,50.5614783,148315,148315
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,56.8099848,43.0138429,129569,170958
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,51.6740911,47.769552,144977,156690
"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,SC,Computer Engineering,49.4442605,49.4442605,151666,151666
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,SC,Information Technology,57.4413646,39.4196471,127675,181740
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Electrical Engineering,64.0609282,30.5619889,107816,208313
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,48.9390238,48.9390238,153182,153182
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,70.7702415,46.9007793,87688,159297
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,MI,Electrical Engineering,61.6697194,36.1594098,114990,191521
"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,MI,Electronics and Telecommunication Engg,98.0516956,27.3337429,5843,217998
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,51.2359011,46.4456321,146291,160662
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OPEN,Electronics and Telecommunication Engg,48.2601391,48.2601391,155219,155219
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,ST,Computer Engineering,48.2193247,48.2193247,155341,155341
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,ST,Information Technology,48.2193247,48.2193247,155341,155341
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,ST,Information Technology,48.1419882,48.1419882,155573,155573
"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,54.912555,41.1873138,135261,176437
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OBC,Computer Engineering,47.769552,47.769552,156690,156690
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,47.769552,47.769552,156690,156690
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,47.769552,47.769552,156690,156690
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OBC,Computer Engineering,48.1419882,46.4456321,155573,160662
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,ST,Electronics and Telecommunication Engg,46.941483,46.941483,159175,159175
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OBC,Electronics and Telecommunication Engg,47.8470482,45.9884082,156458,162034
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,53.926243,39.5925136,138220,181222
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OBC,Computer Engineering,51.2600953,42.8034319,146219,171589
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OPEN,Information Technology,60.0860804,35.8351101,119741,192494
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OBC,Electronics and Telecommunication Engg,54.124615,42.7946749,137625,171615
"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,MI,Electronics and Telecommunication Engg,60.7220669,50.5067519,117833,148479
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,OPEN,Computer Engineering,57.7165019,34.1210946,126849,197636
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,82.4407997,3.2788438,52676,290163
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,45.9187639,45.9187639,162243,162243
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OBC,Electronics and Telecommunication Engg,45.9187639,45.6704109,162243,162988
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,ST,Information Technology,45.2718114,45.2718114,164184,164184
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,48.9390238,41.1873138,153182,176437
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Electronics and Telecommunication Engg,44.986801,44.986801,165039,165039
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,44.986801,44.986801,165039,165039
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Information Technology,51.2600953,32.1061359,146219,203681
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,SC,Computer Engineering,52.2301039,33.5099087,143309,199469
"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,OBC,Computer Engineering,44.7418375,44.6471616,165774,166058
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,ST,Computer Engineering,45.6704109,43.3167495,162988,170049
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,45.9187639,42.8034319,162243,171589
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Computer Engineering,47.8470482,39.4227966,156458,181731
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,ST,Computer Engineering,69.5290454,25.4603297,91412,223618
"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,50.9996691,36.1623265,147000,191512
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,64.0172786,25.9013282,107947,222295
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,ST,Information Technology,43.3167495,43.3167495,170049,170049
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,ST,Electrical Engineering,43.3051128,43.3051128,170084,170084
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,SC,Information Technology,43.3051128,43.3051128,170084,170084
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,ST,Information Technology,43.0138429,43.0138429,170958,170958
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,51.6740911,26.7890081,144977,219632
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,SC,Computer Engineering,42.7946749,42.7946749,171615,171615
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,75.8471965,12.7995462,72457,261601
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,43.0138429,42.3018437,170958,173094
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",MHT-CET,OPEN,Electronics and Telecommunication Engg,54.1664697,20.3613489,137500,238915
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,42.5186027,42.5186027,172443,172443
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OPEN,Electrical Engineering,57.6946774,27.3337429,126915,217998
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,44.7418375,39.4196471,165774,181740
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,MI,Electronics and Telecommunication Engg,42.0206383,42.0206383,173937,173937
"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,MI-MH,Electrical Engineering,72.6414198,5.5537174,82075,283338
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,OBC,Computer Engineering,42.3018437,41.1873138,173094,176437
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,ST,Electronics and Telecommunication Engg,41.4815869,41.4815869,175554,175554
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,41.1873138,41.1873138,176437,176437
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,69.1685966,29.2342823,92493,212296
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",MHT-CET,MI-MH,Electronics and Telecommunication Engg,69.3871747,29.3528763,91837,211941
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,MI,Information Technology,89.5401523,2.5617998,31378,292314
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Electronics and Telecommunication Engg,42.8034319,35.6983743,171589,192904
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,67.447284,2.1378233,97657,293586
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Computer Engineering,39.6081812,39.6081812,181175,181175
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Information Technology,39.5925136,39.5925136,181222,181222
"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,SC,Computer Engineering,39.5925136,39.5925136,181222,181222
"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Electrical Engineering,46.941483,35.6598862,159175,193019
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,ST,Computer Engineering,39.4196471,39.4196471,181740,181740
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,39.3128682,39.3128682,182061,182061
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,ST,Information Technology,39.3128682,39.3128682,182061,182061
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,39.1582539,39.1582539,182524,182524
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,MI,Electronics and Telecommunication Engg,62.0823842,4.3556566,113752,286932
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,44.7418375,30.014662,165774,209955
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,49.556541,28.1605922,151329,215517
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,SC,Computer Engineering,38.6417086,38.6417086,184074,184074
"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,38.5667023,38.5667023,184299,184299
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,OPEN,Computer Engineering,39.4196471,37.5478565,181740,187356
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OBC,Information Technology,39.3128682,37.5478565,182061,187356
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,39.5925136,36.1623265,181222,191512
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,59.6829046,19.1072714,120950,242677
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",MHT-CET,OPEN,Electronics and Telecommunication Engg,55.257059,26.7890081,134228,219632
"Don Bosco Institute of Technology, Mumbai",MHT-CET,MI,Information Technology,86.9511499,7.1157495,39145,278652
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,37.5478565,37.5478565,187356,187356
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,OBC,Computer Engineering,45.9884082,31.5015186,162034,205495
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,OPEN,Information Technology,36.1623265,36.1623265,191512,191512
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OBC,Electronics and Telecommunication Engg,36.1594098,36.1594098,191521,191521
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,SC,Computer Engineering,35.978039,35.978039,192065,192065
"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,MI,Electronics and Telecommunication Engg,58.8006082,19.8474395,123597,240457
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,35.6598862,35.6598862,193019,193019
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,35.6598862,35.6598862,193019,193019
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,35.6598862,35.6598862,193019,193019
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OPEN,Electrical Engineering,35.6598862,35.6598862,193019,193019
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,SC,Computer Engineering,50.5614783,23.9925869,148315,228021
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OBC,Computer Engineering,35.3945703,35.3945703,193815,193815
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OBC,Computer Engineering,35.1475881,35.1475881,194556,194556
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Computer Engineering,35.1475881,35.1475881,194556,194556
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,35.1475881,35.1475881,194556,194556
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,44.6471616,25.3179745,166058,224045
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,ST,Computer Engineering,34.1210946,34.1210946,197636,197636
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,39.3128682,28.4814025,182061,214555
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,OBC,Computer Engineering,54.1664697,17.4354552,137500,247693
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,32.5908894,32.5908894,202227,202227
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Electrical Engineering,32.2127079,32.2127079,203361,203361
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,32.2127079,32.2127079,203361,203361
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,SC,Computer Engineering,32.1061359,32.1061359,203681,203681
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,MI-MH,Electrical Engineering,51.1072039,1.063022,146677,296810
"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,31.5015186,31.5015186,205495,205495
"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,MI,Electronics and Telecommunication Engg,71.1253958,5.2699106,86623,284190
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,30.7400379,30.7400379,207779,207779
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,ST,Electronics and Telecommunication Engg,30.5619889,30.5619889,208313,208313
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,64.4979119,7.104006,106505,278687
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,79.0746326,2.757158,62775,291728
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,MI,Information Technology,82.3877908,1.6129032,52835,295161
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OPEN,Computer Engineering,30.014662,30.014662,209955,209955
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,SC,Computer Engineering,29.9372742,29.9372742,210187,210187
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OBC,Computer Engineering,33.5099087,26.3140433,199469,221057
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Electrical Engineering,58.8113371,4.3556566,123565,286932
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Computer Engineering,29.2342823,29.2342823,212296,212296
"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,OPEN,Computer Engineering,28.6995083,28.6995083,213901,213901
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,39.6081812,17.5093411,181175,247471
"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,OBC,Computer Engineering,28.4665226,28.4665226,214600,214600
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,SC,Electronics and Telecommunication Engg,28.1605922,28.1605922,215517,215517
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,45.6704109,9.9445363,162988,270166
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,35.3945703,19.2567241,193815,242229
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Electrical Engineering,46.1727561,5.5819534,161481,283254
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Information Technology,26.7890081,26.7890081,219632,219632
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,39.1582539,10.4981278,182524,268505
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OPEN,Electrical Engineering,28.6995083,23.9542468,213901,228137
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,ST,Electrical Engineering,25.8381109,25.8381109,222485,222485
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,ST,Computer Engineering,25.8381109,25.8381109,222485,222485
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,46.941483,3.5945703,159175,289216
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,ST,Computer Engineering,25.4603297,25.4603297,223618,223618
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,39.5925136,12.6735864,181222,261979
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,SC,Computer Engineering,23.9925869,23.9925869,228021,228021
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,ST,Information Technology,23.9925869,23.9925869,228021,228021
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,43.3051128,4.5783474,170084,286264
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,26.2202423,18.840167,221339,243479
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,OBC,Computer Engineering,22.4871071,22.4871071,232538,232538
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,48.2601391,2.1470211,155219,293558
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OBC,Electronics and Telecommunication Engg,22.1694264,22.1694264,233491,233491
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OBC,Electronics and Telecommunication Engg,29.3528763,14.7866072,211941,255640
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,21.8821184,21.8821184,234353,234353
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,21.8821184,21.8821184,234353,234353
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,SC,Information Technology,21.8821184,21.8821184,234353,234353
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,21.5067519,21.5067519,235479,235479
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,SC,Computer Engineering,22.2500723,20.232792,233249,239301
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OPEN,Electrical Engineering,26.9007793,14.6195704,219297,256141
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,20.232792,20.232792,239301,239301
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,19.8474395,19.8474395,240457,240457
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,19.8474395,19.8474395,240457,240457
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OPEN,Information Technology,19.2567241,19.2567241,242229,242229
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,35.8351101,4.0235666,192494,287929
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Electrical Engineering,19.1072714,19.1072714,242677,242677
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,OBC,Electrical Engineering,18.375784,18.375784,244872,244872
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,ST,Information Technology,17.8380677,17.8380677,246485,246485
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OPEN,Electrical Engineering,30.5619889,6.8230277,208313,279530
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Computer Engineering,17.5316365,17.5316365,247404,247404
"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Electronics and Telecommunication Engg,17.5316365,17.5316365,247404,247404
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,SC,Computer Engineering,21.5067519,12.9353233,235479,261193
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,51.6740911,2.7133624,144977,291859
"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OBC,Information Technology,16.5730741,16.5730741,250280,250280
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Electrical Engineering,16.5730741,16.5730741,250280,250280
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,29.3331437,10.5662165,212000,268301
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,15.5460791,15.5460791,253361,253361
"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Electrical Engineering,14.9912318,14.9912318,255026,255026
"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,14.2210761,14.2210761,257336,257336
